,acc,corr,incorr,time
0,0.44801363922665216,66.0,81.3,9.911267614364624
1,0.4406319011651772,64.9,82.4,9.714386296272277
2,0.45555173813678784,67.1,80.2,9.806878447532654
3,0.44801363922665216,66.0,81.3,9.64168336391449
4,0.4406319011651772,64.9,82.4,9.84019844532013
5,0.460268048749551,67.8,79.5,9.72979245185852
6,0.44801363922665216,66.0,81.3,9.794337391853333
7,0.4406319011651772,64.9,82.4,9.846398758888245
8,0.4489656353168437,66.1,81.2,9.767088413238525
9,0.45495055637797066,67.0,80.3,9.618062973022461
10,0.43929352173326774,64.7,82.6,9.536798644065858
11,0.4691299770031545,69.1,78.2,9.826085519790649
12,0.45495055637797066,67.0,80.3,9.567751097679139
13,0.43929352173326774,64.7,82.6,9.694196653366088
14,0.4445732916533327,65.5,81.8,9.647795057296753
15,0.45495055637797066,67.0,80.3,9.619207382202148
16,0.43929352173326774,64.7,82.6,9.497699332237243
17,0.4637328853869337,68.3,79.0,10.481694650650024
18,0.4480317113679099,66.0,81.3,11.577951788902283
19,0.4432976370993364,65.3,82.0,11.625801038742065
20,0.4549406644197863,67.0,80.3,11.515886545181274
21,0.4480317113679099,66.0,81.3,11.475799894332885
22,0.4432976370993364,65.3,82.0,11.55870418548584
23,0.46577930572392834,68.6,78.7,11.376731896400452
24,0.4480317113679099,66.0,81.3,11.428000020980836
25,0.4432976370993364,65.3,82.0,11.773493933677674
26,0.4630070859320042,68.2,79.1,11.401525950431823
27,0.45686133608919344,67.3,80.0,9.77969799041748
28,0.4548346226535799,67.0,80.3,9.593897223472595
29,0.45563013960689763,67.1,80.2,9.785223984718323
30,0.45554707490056445,67.1,80.2,9.802402114868164
31,0.4548346226535799,67.0,80.3,9.691490268707275
32,0.4508774894084181,66.4,80.9,9.687987685203552
33,0.4569169404847323,67.3,80.0,9.736699986457825
34,0.4555427303617206,67.1,80.2,9.754756641387939
35,0.4704307624836934,69.3,78.0,9.951527285575867
36,0.4622894100690246,68.1,79.2,12.395781326293946
37,0.45885636806934793,67.6,79.7,10.601036524772644
38,0.4888530249380912,72.0,75.3,13.208324813842774
39,0.45689338772718946,67.3,80.0,14.092268753051759
40,0.45885636806934793,67.6,79.7,12.639910626411439
41,0.4785947885787539,70.5,76.8,14.051560235023498
42,0.46096652149979755,67.9,79.4,12.516974878311157
43,0.4568610790889034,67.3,80.0,12.862701916694641
44,0.47522528436933176,70.0,77.3,12.524872446060181
45,0.46156795515293875,68.0,79.3,15.55728633403778
46,0.4561393722784935,67.2,80.1,18.298198199272157
47,0.46575148544252915,68.6,78.7,16.994010281562804
48,0.46156795515293875,68.0,79.3,14.340796375274659
49,0.4561393722784935,67.2,80.1,13.820833015441895
50,0.461664865749899,68.0,79.3,13.178343629837036
51,0.45960125234879756,67.7,79.6,16.540372133255005
52,0.44670793861556585,65.8,81.5,16.48248956203461
53,0.46025778150286356,67.8,79.5,17.259671211242676
54,0.46217360995074486,68.1,79.2,12.987394094467163
55,0.4691064910486672,69.1,78.2,14.596932053565979
56,0.469741292402548,69.2,78.1,12.492819142341613
