,fold,k,distance,votes,weighting,acc,corr,incorr,time
352,2,3,euclidean,idw,information_gain,0.44594594594594594,66,82,12.005241870880127
353,3,3,euclidean,idw,information_gain,0.5448275862068965,79,66,11.493680000305176
354,4,3,euclidean,idw,information_gain,0.46938775510204084,69,78,11.792075395584106
355,5,3,euclidean,idw,information_gain,0.4965986394557823,73,74,11.667142391204834
356,6,3,euclidean,idw,information_gain,0.5167785234899329,77,72,14.738626480102539
357,7,3,euclidean,idw,information_gain,0.4557823129251701,67,80,11.384181261062622
358,8,3,euclidean,idw,information_gain,0.5510204081632653,81,66,11.649094581604004
359,9,3,euclidean,idw,information_gain,0.46621621621621623,69,79,11.652105808258057
360,0,3,manhattan,majority,equal,0.44594594594594594,66,82,11.893838167190552
361,1,3,manhattan,majority,equal,0.42857142857142855,63,84,13.138781070709229
362,2,3,manhattan,majority,equal,0.46621621621621623,69,79,13.513798236846924
363,3,3,manhattan,majority,equal,0.45517241379310347,66,79,11.33682894706726
364,4,3,manhattan,majority,equal,0.46258503401360546,68,79,11.742330074310303
365,5,3,manhattan,majority,equal,0.4489795918367347,66,81,11.711755752563477
366,6,3,manhattan,majority,equal,0.47651006711409394,71,78,11.96207332611084
367,7,3,manhattan,majority,equal,0.4489795918367347,66,81,12.402422666549683
368,8,3,manhattan,majority,equal,0.5102040816326531,75,72,13.604556798934937
369,9,3,manhattan,majority,equal,0.4797297297297297,71,77,11.620149850845337
370,0,3,manhattan,majority,correlation,0.4189189189189189,62,86,11.64946436882019
371,1,3,manhattan,majority,correlation,0.4013605442176871,59,88,11.507736206054688
372,2,3,manhattan,majority,correlation,0.42567567567567566,63,85,11.163116931915283
373,3,3,manhattan,majority,correlation,0.45517241379310347,66,79,11.524407625198364
374,4,3,manhattan,majority,correlation,0.46258503401360546,68,79,15.458346128463745
375,5,3,manhattan,majority,correlation,0.40816326530612246,60,87,11.586894512176514
376,6,3,manhattan,majority,correlation,0.5302013422818792,79,70,11.711958408355713
377,7,3,manhattan,majority,correlation,0.4557823129251701,67,80,11.4452486038208
378,8,3,manhattan,majority,correlation,0.54421768707483,80,67,11.335009336471558
379,9,3,manhattan,majority,correlation,0.4864864864864865,72,76,11.85251259803772
380,0,3,manhattan,majority,information_gain,0.41216216216216217,61,87,14.610620260238647
381,1,3,manhattan,majority,information_gain,0.46938775510204084,69,78,11.977458477020264
382,2,3,manhattan,majority,information_gain,0.44594594594594594,66,82,11.609521389007568
383,3,3,manhattan,majority,information_gain,0.503448275862069,73,72,11.503903150558472
384,4,3,manhattan,majority,information_gain,0.42857142857142855,63,84,11.50471830368042
385,5,3,manhattan,majority,information_gain,0.4965986394557823,73,74,12.213119268417358
386,6,3,manhattan,majority,information_gain,0.44966442953020136,67,82,13.812354564666748
387,7,3,manhattan,majority,information_gain,0.42857142857142855,63,84,11.444310903549194
388,8,3,manhattan,majority,information_gain,0.41496598639455784,61,86,11.619703769683838
389,9,3,manhattan,majority,information_gain,0.5,74,74,11.689271211624146
390,0,3,manhattan,sheppard,equal,0.42567567567567566,63,85,11.618149757385254
391,1,3,manhattan,sheppard,equal,0.42857142857142855,63,84,14.533472537994385
392,2,3,manhattan,sheppard,equal,0.4527027027027027,67,81,11.414024829864502
393,3,3,manhattan,sheppard,equal,0.46206896551724136,67,78,11.428751230239868
394,4,3,manhattan,sheppard,equal,0.4557823129251701,67,80,11.321282625198364
395,5,3,manhattan,sheppard,equal,0.4557823129251701,67,80,11.696348667144775
396,6,3,manhattan,sheppard,equal,0.47651006711409394,71,78,14.579323053359985
397,7,3,manhattan,sheppard,equal,0.4421768707482993,65,82,13.045955419540405
398,8,3,manhattan,sheppard,equal,0.5102040816326531,75,72,11.789306879043579
399,9,3,manhattan,sheppard,equal,0.4594594594594595,68,80,11.743001937866211
400,0,3,manhattan,sheppard,correlation,0.4189189189189189,62,86,12.981199741363525
401,1,3,manhattan,sheppard,correlation,0.4013605442176871,59,88,13.045005083084106
402,2,3,manhattan,sheppard,correlation,0.42567567567567566,63,85,11.5223708152771
403,3,3,manhattan,sheppard,correlation,0.45517241379310347,66,79,11.462031602859497
404,4,3,manhattan,sheppard,correlation,0.46258503401360546,68,79,11.406108617782593
405,5,3,manhattan,sheppard,correlation,0.40816326530612246,60,87,12.440672636032104
406,6,3,manhattan,sheppard,correlation,0.5302013422818792,79,70,14.548930644989014
407,7,3,manhattan,sheppard,correlation,0.4557823129251701,67,80,11.335895299911499
408,8,3,manhattan,sheppard,correlation,0.54421768707483,80,67,11.319293022155762
409,9,3,manhattan,sheppard,correlation,0.4864864864864865,72,76,11.66509485244751
410,0,3,manhattan,sheppard,information_gain,0.4864864864864865,72,76,11.787535190582275
411,1,3,manhattan,sheppard,information_gain,0.3945578231292517,58,89,12.385828971862793
412,2,3,manhattan,sheppard,information_gain,0.5,74,74,13.043043851852417
413,3,3,manhattan,sheppard,information_gain,0.4896551724137931,71,74,11.428634405136108
414,4,3,manhattan,sheppard,information_gain,0.48299319727891155,71,76,11.976613521575928
415,5,3,manhattan,sheppard,information_gain,0.5170068027210885,76,71,13.593874454498291
416,6,3,manhattan,sheppard,information_gain,0.4697986577181208,70,79,14.345886468887329
417,7,3,manhattan,sheppard,information_gain,0.41496598639455784,61,86,11.710883617401123
418,8,3,manhattan,sheppard,information_gain,0.4557823129251701,67,80,11.446214199066162
419,9,3,manhattan,sheppard,information_gain,0.4527027027027027,67,81,11.524630069732666
420,0,3,manhattan,idw,equal,0.41216216216216217,61,87,11.476375818252563
421,1,3,manhattan,idw,equal,0.43537414965986393,64,83,13.170159101486206
422,2,3,manhattan,idw,equal,0.47297297297297297,70,78,14.031327962875366
423,3,3,manhattan,idw,equal,0.4827586206896552,70,75,11.399551391601562
424,4,3,manhattan,idw,equal,0.4557823129251701,67,80,11.743147373199463
425,5,3,manhattan,idw,equal,0.43537414965986393,64,83,11.820228576660156
426,6,3,manhattan,idw,equal,0.4899328859060403,73,76,11.790053129196167
427,7,3,manhattan,idw,equal,0.4489795918367347,66,81,13.23259449005127
428,8,3,manhattan,idw,equal,0.4965986394557823,73,74,13.107567548751831
429,9,3,manhattan,idw,equal,0.4797297297297297,71,77,11.5713210105896
430,0,3,manhattan,idw,correlation,0.39864864864864863,59,89,11.868111848831177
431,1,3,manhattan,idw,correlation,0.41496598639455784,61,86,11.382915258407593
432,2,3,manhattan,idw,correlation,0.40540540540540543,60,88,11.789928913116455
433,3,3,manhattan,idw,correlation,0.4482758620689655,65,80,13.295132637023926
434,4,3,manhattan,idw,correlation,0.48299319727891155,71,76,12.401444911956787
435,5,3,manhattan,idw,correlation,0.43537414965986393,64,83,12.242438554763794
436,6,3,manhattan,idw,correlation,0.5033557046979866,75,74,11.805619955062866
437,7,3,manhattan,idw,correlation,0.4489795918367347,66,81,11.836982727050781
438,8,3,manhattan,idw,correlation,0.5306122448979592,78,69,14.266725778579712
439,9,3,manhattan,idw,correlation,0.5,74,74,11.727674722671509
440,0,3,manhattan,idw,information_gain,0.44594594594594594,66,82,11.467700242996216
441,1,3,manhattan,idw,information_gain,0.4421768707482993,65,82,12.073448657989502
442,2,3,manhattan,idw,information_gain,0.41216216216216217,61,87,11.680706977844238
443,3,3,manhattan,idw,information_gain,0.5103448275862069,74,71,13.859551191329956
444,4,3,manhattan,idw,information_gain,0.41496598639455784,61,86,11.641911745071411
445,5,3,manhattan,idw,information_gain,0.5102040816326531,75,72,11.633761644363403
446,6,3,manhattan,idw,information_gain,0.5234899328859061,78,71,11.695201873779297
447,7,3,manhattan,idw,information_gain,0.4897959183673469,72,75,12.010915517807007
448,8,3,manhattan,idw,information_gain,0.43537414965986393,64,83,14.582857608795166
449,9,3,manhattan,idw,information_gain,0.44594594594594594,66,82,11.66510558128357
450,0,3,cosine,majority,equal,0.42567567567567566,63,85,14.189681053161621
451,1,3,cosine,majority,equal,0.4217687074829932,62,85,14.00220799446106
452,2,3,cosine,majority,equal,0.4864864864864865,72,76,15.786500930786133
453,3,3,cosine,majority,equal,0.45517241379310347,66,79,15.176995515823364
454,4,3,cosine,majority,equal,0.4557823129251701,67,80,13.687630891799927
455,5,3,cosine,majority,equal,0.46258503401360546,68,79,13.828351020812988
456,6,3,cosine,majority,equal,0.4966442953020134,74,75,14.502258777618408
457,7,3,cosine,majority,equal,0.43537414965986393,64,83,15.835211753845215
458,8,3,cosine,majority,equal,0.47619047619047616,70,77,13.625236988067627
459,9,3,cosine,majority,equal,0.5,74,74,13.875406265258789
460,0,3,cosine,majority,correlation,0.41216216216216217,61,87,13.734307289123535
461,1,3,cosine,majority,correlation,0.3945578231292517,58,89,16.227980613708496
462,2,3,cosine,majority,correlation,0.4391891891891892,65,83,13.65444540977478
463,3,3,cosine,majority,correlation,0.4413793103448276,64,81,13.263723850250244
464,4,3,cosine,majority,correlation,0.46938775510204084,69,78,13.924124717712402
465,5,3,cosine,majority,correlation,0.4489795918367347,66,81,16.790851354599
466,6,3,cosine,majority,correlation,0.5167785234899329,77,72,14.039454460144043
467,7,3,cosine,majority,correlation,0.42857142857142855,63,84,13.937742233276367
468,8,3,cosine,majority,correlation,0.5374149659863946,79,68,13.49903678894043
469,9,3,cosine,majority,correlation,0.47297297297297297,70,78,16.368637323379517
470,0,3,cosine,majority,information_gain,0.42567567567567566,63,85,13.625218391418457
471,1,3,cosine,majority,information_gain,0.4897959183673469,72,75,14.283505201339722
472,2,3,cosine,majority,information_gain,0.46621621621621623,69,79,13.924037218093872
473,3,3,cosine,majority,information_gain,0.4827586206896552,70,75,16.729912042617798
474,4,3,cosine,majority,information_gain,0.4557823129251701,67,80,13.827296733856201
475,5,3,cosine,majority,information_gain,0.4421768707482993,65,82,13.845218658447266
476,6,3,cosine,majority,information_gain,0.4966442953020134,74,75,14.078266620635986
477,7,3,cosine,majority,information_gain,0.42857142857142855,63,84,17.527853965759277
478,8,3,cosine,majority,information_gain,0.48299319727891155,71,76,13.547025918960571
479,9,3,cosine,majority,information_gain,0.4797297297297297,71,77,14.065356492996216
480,0,3,cosine,sheppard,equal,0.42567567567567566,63,85,13.622578859329224
481,1,3,cosine,sheppard,equal,0.4217687074829932,62,85,16.964348316192627
482,2,3,cosine,sheppard,equal,0.4864864864864865,72,76,14.799984216690063
483,3,3,cosine,sheppard,equal,0.45517241379310347,66,79,14.033457279205322
484,4,3,cosine,sheppard,equal,0.4557823129251701,67,80,13.734596967697144
485,5,3,cosine,sheppard,equal,0.46258503401360546,68,79,17.120426177978516
486,6,3,cosine,sheppard,equal,0.4966442953020134,74,75,13.828383445739746
487,7,3,cosine,sheppard,equal,0.43537414965986393,64,83,14.015859603881836
488,8,3,cosine,sheppard,equal,0.47619047619047616,70,77,13.83710503578186
489,9,3,cosine,sheppard,equal,0.5,74,74,15.514102220535278
490,0,3,cosine,sheppard,correlation,0.41216216216216217,61,87,15.143619775772095
491,1,3,cosine,sheppard,correlation,0.3945578231292517,58,89,14.017868041992188
492,2,3,cosine,sheppard,correlation,0.4391891891891892,65,83,13.672039270401001
493,3,3,cosine,sheppard,correlation,0.4413793103448276,64,81,13.68568205833435
494,4,3,cosine,sheppard,correlation,0.46938775510204084,69,78,15.067740201950073
495,5,3,cosine,sheppard,correlation,0.4489795918367347,66,81,15.428024530410767
496,6,3,cosine,sheppard,correlation,0.5167785234899329,77,72,14.21988320350647
497,7,3,cosine,sheppard,correlation,0.42857142857142855,63,84,14.000236749649048
498,8,3,cosine,sheppard,correlation,0.5374149659863946,79,68,14.738610744476318
499,9,3,cosine,sheppard,correlation,0.47297297297297297,70,78,16.274829387664795
500,0,3,cosine,sheppard,information_gain,0.4391891891891892,65,83,13.754816055297852
501,1,3,cosine,sheppard,information_gain,0.4489795918367347,66,81,14.079307079315186
502,2,3,cosine,sheppard,information_gain,0.4797297297297297,71,77,13.875112533569336
503,3,3,cosine,sheppard,information_gain,0.4689655172413793,68,77,13.890789985656738
504,4,3,cosine,sheppard,information_gain,0.46258503401360546,68,79,16.870625019073486
505,5,3,cosine,sheppard,information_gain,0.5102040816326531,75,72,13.687644958496094
506,6,3,cosine,sheppard,information_gain,0.4697986577181208,70,79,14.0480637550354
507,7,3,cosine,sheppard,information_gain,0.40816326530612246,60,87,13.765726566314697
508,8,3,cosine,sheppard,information_gain,0.5034013605442177,74,73,16.5955810546875
509,9,3,cosine,sheppard,information_gain,0.44594594594594594,66,82,14.485670804977417
510,0,3,cosine,idw,equal,0.38513513513513514,57,91,13.829211711883545
511,1,3,cosine,idw,equal,0.42857142857142855,63,84,14.172047853469849
512,2,3,cosine,idw,equal,0.4594594594594595,68,80,14.330230236053467
513,3,3,cosine,idw,equal,0.47586206896551725,69,76,15.929113864898682
514,4,3,cosine,idw,equal,0.46258503401360546,68,79,13.640809297561646
515,5,3,cosine,idw,equal,0.46258503401360546,68,79,13.890828132629395
516,6,3,cosine,idw,equal,0.4966442953020134,74,75,14.095837116241455
517,7,3,cosine,idw,equal,0.46258503401360546,68,79,16.838343143463135
518,8,3,cosine,idw,equal,0.46258503401360546,68,79,14.12523365020752
519,9,3,cosine,idw,equal,0.5,74,74,13.781345129013062
520,0,3,cosine,idw,correlation,0.3716216216216216,55,93,13.98672866821289
521,1,3,cosine,idw,correlation,0.3945578231292517,58,89,17.08921980857849
522,2,3,cosine,idw,correlation,0.42567567567567566,63,85,13.968951225280762
523,3,3,cosine,idw,correlation,0.46206896551724136,67,78,13.781351566314697
524,4,3,cosine,idw,correlation,0.48299319727891155,71,76,13.765817642211914
525,5,3,cosine,idw,correlation,0.4489795918367347,66,81,14.596980333328247
526,6,3,cosine,idw,correlation,0.5033557046979866,75,74,16.2078914642334
527,7,3,cosine,idw,correlation,0.42857142857142855,63,84,13.781866073608398
528,8,3,cosine,idw,correlation,0.4897959183673469,72,75,13.968932867050171
529,9,3,cosine,idw,correlation,0.4594594594594595,68,80,14.95632028579712
530,0,3,cosine,idw,information_gain,0.40540540540540543,60,88,15.11351490020752
531,1,3,cosine,idw,information_gain,0.46938775510204084,69,78,14.001248836517334
532,2,3,cosine,idw,information_gain,0.5202702702702703,77,71,13.85947847366333
533,3,3,cosine,idw,information_gain,0.47586206896551725,69,76,13.591976404190063
534,4,3,cosine,idw,information_gain,0.4421768707482993,65,82,17.04250192642212
535,5,3,cosine,idw,information_gain,0.5034013605442177,74,73,14.173033475875854
536,6,3,cosine,idw,information_gain,0.4966442953020134,74,75,13.875088453292847
537,7,3,cosine,idw,information_gain,0.42857142857142855,63,84,13.862319469451904
538,8,3,cosine,idw,information_gain,0.48299319727891155,71,76,14.392907619476318
539,9,3,cosine,idw,information_gain,0.47297297297297297,70,78,15.960349798202515
540,0,5,euclidean,majority,equal,0.47297297297297297,70,78,11.648510694503784
541,1,5,euclidean,majority,equal,0.41496598639455784,61,86,11.711757898330688
542,2,5,euclidean,majority,equal,0.5,74,74,11.586955785751343
543,3,5,euclidean,majority,equal,0.4206896551724138,61,84,11.366176843643188
544,4,5,euclidean,majority,equal,0.46258503401360546,68,79,16.243629932403564
545,5,5,euclidean,majority,equal,0.46258503401360546,68,79,11.83582878112793
546,6,5,euclidean,majority,equal,0.48322147651006714,72,77,11.696319341659546
547,7,5,euclidean,majority,equal,0.43537414965986393,64,83,11.602851390838623
548,8,5,euclidean,majority,equal,0.46258503401360546,68,79,11.523086547851562
549,9,5,euclidean,majority,equal,0.5067567567567568,75,73,14.0472412109375
550,0,5,euclidean,majority,correlation,0.43243243243243246,64,84,12.041827201843262
551,1,5,euclidean,majority,correlation,0.3877551020408163,57,90,11.602619886398315
552,2,5,euclidean,majority,correlation,0.49324324324324326,73,75,11.773463487625122
553,3,5,euclidean,majority,correlation,0.47586206896551725,69,76,11.586887836456299
554,4,5,euclidean,majority,correlation,0.4421768707482993,65,82,11.586907863616943
555,5,5,euclidean,majority,correlation,0.4897959183673469,72,75,14.655771255493164
556,6,5,euclidean,majority,correlation,0.47651006711409394,71,78,12.245166540145874
557,7,5,euclidean,majority,correlation,0.4557823129251701,67,80,11.225617408752441
558,8,5,euclidean,majority,correlation,0.5510204081632653,81,66,11.757686614990234
559,9,5,euclidean,majority,correlation,0.4864864864864865,72,76,11.602574348449707
560,0,5,euclidean,majority,information_gain,0.4527027027027027,67,81,11.696276903152466
561,1,5,euclidean,majority,information_gain,0.43537414965986393,64,83,13.280910968780518
562,2,5,euclidean,majority,information_gain,0.4527027027027027,67,81,12.306246280670166
563,3,5,euclidean,majority,information_gain,0.5310344827586206,77,68,11.481328964233398
564,4,5,euclidean,majority,information_gain,0.47619047619047616,70,77,11.674176454544067
565,5,5,euclidean,majority,information_gain,0.5102040816326531,75,72,11.838633298873901
566,6,5,euclidean,majority,information_gain,0.46308724832214765,69,80,13.451404094696045
567,7,5,euclidean,majority,information_gain,0.4217687074829932,62,85,12.480507850646973
568,8,5,euclidean,majority,information_gain,0.48299319727891155,71,76,11.586936235427856
569,9,5,euclidean,majority,information_gain,0.46621621621621623,69,79,11.932828187942505
570,0,5,euclidean,sheppard,equal,0.46621621621621623,69,79,11.945210456848145
571,1,5,euclidean,sheppard,equal,0.41496598639455784,61,86,11.539981842041016
572,2,5,euclidean,sheppard,equal,0.5,74,74,14.329362869262695
573,3,5,euclidean,sheppard,equal,0.4206896551724138,61,84,11.68056583404541
574,4,5,euclidean,sheppard,equal,0.4557823129251701,67,80,11.901432991027832
575,5,5,euclidean,sheppard,equal,0.4965986394557823,73,74,11.960872173309326
576,6,5,euclidean,sheppard,equal,0.47651006711409394,71,78,11.807815074920654
577,7,5,euclidean,sheppard,equal,0.4489795918367347,66,81,13.212918758392334
578,8,5,euclidean,sheppard,equal,0.48299319727891155,71,76,12.325277328491211
579,9,5,euclidean,sheppard,equal,0.5,74,74,11.94628381729126
580,0,5,euclidean,sheppard,correlation,0.44594594594594594,66,82,11.948335409164429
581,1,5,euclidean,sheppard,correlation,0.3877551020408163,57,90,11.820064067840576
582,2,5,euclidean,sheppard,correlation,0.5135135135135135,76,72,13.154568672180176
583,3,5,euclidean,sheppard,correlation,0.46206896551724136,67,78,12.135845184326172
584,4,5,euclidean,sheppard,correlation,0.43537414965986393,64,83,11.680732727050781
585,5,5,euclidean,sheppard,correlation,0.4897959183673469,72,75,12.087892055511475
586,6,5,euclidean,sheppard,correlation,0.4899328859060403,73,76,12.064053058624268
587,7,5,euclidean,sheppard,correlation,0.4489795918367347,66,81,13.722152471542358
588,8,5,euclidean,sheppard,correlation,0.564625850340136,83,64,11.916049242019653
589,9,5,euclidean,sheppard,correlation,0.4797297297297297,71,77,11.821242332458496
590,0,5,euclidean,sheppard,information_gain,0.49324324324324326,73,75,11.851532936096191
591,1,5,euclidean,sheppard,information_gain,0.5510204081632653,81,66,11.665061950683594
592,2,5,euclidean,sheppard,information_gain,0.5067567567567568,75,73,13.654443264007568
593,3,5,euclidean,sheppard,information_gain,0.5103448275862069,74,71,11.612525939941406
594,4,5,euclidean,sheppard,information_gain,0.4421768707482993,65,82,11.80465054512024
595,5,5,euclidean,sheppard,information_gain,0.5102040816326531,75,72,12.167003631591797
596,6,5,euclidean,sheppard,information_gain,0.5369127516778524,80,69,14.784414768218994
597,7,5,euclidean,sheppard,information_gain,0.48299319727891155,71,76,11.821246862411499
598,8,5,euclidean,sheppard,information_gain,0.4897959183673469,72,75,11.900436162948608
599,9,5,euclidean,sheppard,information_gain,0.49324324324324326,73,75,11.821247339248657
600,0,5,euclidean,idw,equal,0.4527027027027027,67,81,11.837982654571533
601,1,5,euclidean,idw,equal,0.42857142857142855,63,84,12.746649026870728
602,2,5,euclidean,idw,equal,0.4864864864864865,72,76,12.415607929229736
603,3,5,euclidean,idw,equal,0.4482758620689655,65,80,11.415056943893433
604,4,5,euclidean,idw,equal,0.4557823129251701,67,80,11.961954832077026
605,5,5,euclidean,idw,equal,0.4965986394557823,73,74,12.81064772605896
606,6,5,euclidean,idw,equal,0.5033557046979866,75,74,13.937652826309204
607,7,5,euclidean,idw,equal,0.4489795918367347,66,81,11.664193868637085
608,8,5,euclidean,idw,equal,0.47619047619047616,70,77,11.899282217025757
609,9,5,euclidean,idw,equal,0.49324324324324326,73,75,11.430640697479248
610,0,5,euclidean,idw,correlation,0.42567567567567566,63,85,11.994144439697266
611,1,5,euclidean,idw,correlation,0.40816326530612246,60,87,12.68472695350647
612,2,5,euclidean,idw,correlation,0.4527027027027027,67,81,13.228004932403564
613,3,5,euclidean,idw,correlation,0.4827586206896552,70,75,11.4096519947052
614,4,5,euclidean,idw,correlation,0.43537414965986393,64,83,11.538940191268921
615,5,5,euclidean,idw,correlation,0.5034013605442177,74,73,11.821356296539307
616,6,5,euclidean,idw,correlation,0.48322147651006714,72,77,11.821233987808228
617,7,5,euclidean,idw,correlation,0.4489795918367347,66,81,15.937580108642578
618,8,5,euclidean,idw,correlation,0.5374149659863946,79,68,12.218034744262695
619,9,5,euclidean,idw,correlation,0.47297297297297297,70,78,11.66516399383545
620,0,5,euclidean,idw,information_gain,0.5202702702702703,77,71,11.649433612823486
621,1,5,euclidean,idw,information_gain,0.4897959183673469,72,75,11.570258140563965
622,2,5,euclidean,idw,information_gain,0.527027027027027,78,70,12.026559591293335
623,3,5,euclidean,idw,information_gain,0.47586206896551725,69,76,14.383498907089233
624,4,5,euclidean,idw,information_gain,0.47619047619047616,70,77,11.8526029586792
625,5,5,euclidean,idw,information_gain,0.54421768707483,80,67,11.900425672531128
626,6,5,euclidean,idw,information_gain,0.46308724832214765,69,80,11.805720329284668
627,7,5,euclidean,idw,information_gain,0.4965986394557823,73,74,11.618267059326172
628,8,5,euclidean,idw,information_gain,0.4897959183673469,72,75,11.835832118988037
629,9,5,euclidean,idw,information_gain,0.4864864864864865,72,76,15.165571928024292
630,0,5,manhattan,majority,equal,0.4594594594594595,68,80,13.962300062179565
631,1,5,manhattan,majority,equal,0.42857142857142855,63,84,13.503575563430786
632,2,5,manhattan,majority,equal,0.5,74,74,11.706610441207886
633,3,5,manhattan,majority,equal,0.46206896551724136,67,78,11.282789468765259
634,4,5,manhattan,majority,equal,0.4965986394557823,73,74,11.672967433929443
635,5,5,manhattan,majority,equal,0.47619047619047616,70,77,11.642682552337646
636,6,5,manhattan,majority,equal,0.47651006711409394,71,78,13.518028259277344
637,7,5,manhattan,majority,equal,0.4489795918367347,66,81,11.972636699676514
638,8,5,manhattan,majority,equal,0.5102040816326531,75,72,11.986451387405396
639,9,5,manhattan,majority,equal,0.4864864864864865,72,76,11.683119535446167
640,0,5,manhattan,majority,correlation,0.47297297297297297,70,78,11.658414840698242
641,1,5,manhattan,majority,correlation,0.41496598639455784,61,86,13.097526550292969
642,2,5,manhattan,majority,correlation,0.4797297297297297,71,77,12.628880977630615
643,3,5,manhattan,majority,correlation,0.4482758620689655,65,80,11.57914662361145
644,4,5,manhattan,majority,correlation,0.4421768707482993,65,82,11.689546585083008
645,5,5,manhattan,majority,correlation,0.5306122448979592,78,69,12.079437494277954
646,6,5,manhattan,majority,correlation,0.5234899328859061,78,71,11.84574007987976
647,7,5,manhattan,majority,correlation,0.4217687074829932,62,85,13.410973310470581
648,8,5,manhattan,majority,correlation,0.54421768707483,80,67,12.438944816589355
649,9,5,manhattan,majority,correlation,0.5,74,74,11.705065965652466
650,0,5,manhattan,majority,information_gain,0.47297297297297297,70,78,11.672931909561157
651,1,5,manhattan,majority,information_gain,0.4965986394557823,73,74,11.752978801727295
652,2,5,manhattan,majority,information_gain,0.527027027027027,78,70,12.080503225326538
653,3,5,manhattan,majority,information_gain,0.503448275862069,73,72,12.032901525497437
654,4,5,manhattan,majority,information_gain,0.46258503401360546,68,79,14.829195499420166
655,5,5,manhattan,majority,information_gain,0.54421768707483,80,67,11.610633611679077
656,6,5,manhattan,majority,information_gain,0.46308724832214765,69,80,11.814652919769287
657,7,5,manhattan,majority,information_gain,0.46938775510204084,69,78,11.548996925354004
658,8,5,manhattan,majority,information_gain,0.5374149659863946,79,68,11.642929792404175
659,9,5,manhattan,majority,information_gain,0.46621621621621623,69,79,11.813482761383057
660,0,5,manhattan,sheppard,equal,0.4594594594594595,68,80,13.51776671409607
661,1,5,manhattan,sheppard,equal,0.41496598639455784,61,86,12.032567739486694
662,2,5,manhattan,sheppard,equal,0.4864864864864865,72,76,12.081534385681152
663,3,5,manhattan,sheppard,equal,0.4482758620689655,65,80,12.017990112304688
664,4,5,manhattan,sheppard,equal,0.46258503401360546,68,79,12.86083173751831
665,5,5,manhattan,sheppard,equal,0.5034013605442177,74,73,13.533902645111084
666,6,5,manhattan,sheppard,equal,0.4697986577181208,70,79,12.235929012298584
667,7,5,manhattan,sheppard,equal,0.46938775510204084,69,78,11.865752696990967
668,8,5,manhattan,sheppard,equal,0.5102040816326531,75,72,11.817184686660767
669,9,5,manhattan,sheppard,equal,0.4527027027027027,67,81,11.908484935760498
670,0,5,manhattan,sheppard,correlation,0.4797297297297297,71,77,11.969790935516357
671,1,5,manhattan,sheppard,correlation,0.42857142857142855,63,84,14.516979217529297
672,2,5,manhattan,sheppard,correlation,0.4864864864864865,72,76,11.674907684326172
673,3,5,manhattan,sheppard,correlation,0.4482758620689655,65,80,11.549702405929565
674,4,5,manhattan,sheppard,correlation,0.43537414965986393,64,83,11.56357717514038
675,5,5,manhattan,sheppard,correlation,0.5170068027210885,76,71,11.7049081325531
676,6,5,manhattan,sheppard,correlation,0.5234899328859061,78,71,11.985502004623413
677,7,5,manhattan,sheppard,correlation,0.4217687074829932,62,85,14.472555875778198
678,8,5,manhattan,sheppard,correlation,0.5578231292517006,82,65,11.454747438430786
679,9,5,manhattan,sheppard,correlation,0.4864864864864865,72,76,11.548013925552368
680,0,5,manhattan,sheppard,information_gain,0.46621621621621623,69,79,11.73694920539856
681,1,5,manhattan,sheppard,information_gain,0.4421768707482993,65,82,12.04926872253418
682,2,5,manhattan,sheppard,information_gain,0.5135135135135135,76,72,13.502184391021729
683,3,5,manhattan,sheppard,information_gain,0.47586206896551725,69,76,11.798080921173096
684,4,5,manhattan,sheppard,information_gain,0.43537414965986393,64,83,11.53472113609314
685,5,5,manhattan,sheppard,information_gain,0.5102040816326531,75,72,11.673707962036133
686,6,5,manhattan,sheppard,information_gain,0.4697986577181208,70,79,11.861527681350708
687,7,5,manhattan,sheppard,information_gain,0.46258503401360546,68,79,12.595091104507446
688,8,5,manhattan,sheppard,information_gain,0.5714285714285714,84,63,13.722059965133667
689,9,5,manhattan,sheppard,information_gain,0.5,74,74,11.941683769226074
690,0,5,manhattan,idw,equal,0.44594594594594594,66,82,13.076359748840332
691,1,5,manhattan,idw,equal,0.4421768707482993,65,82,12.519180536270142
692,2,5,manhattan,idw,equal,0.46621621621621623,69,79,13.017916679382324
693,3,5,manhattan,idw,equal,0.46206896551724136,67,78,11.881244659423828
694,4,5,manhattan,idw,equal,0.4421768707482993,65,82,12.956852912902832
695,5,5,manhattan,idw,equal,0.47619047619047616,70,77,16.07102108001709
696,6,5,manhattan,idw,equal,0.4966442953020134,74,75,12.783653259277344
697,7,5,manhattan,idw,equal,0.46938775510204084,69,78,11.931644439697266
698,8,5,manhattan,idw,equal,0.5034013605442177,74,73,13.601561069488525
699,9,5,manhattan,idw,equal,0.4864864864864865,72,76,15.127029180526733
700,0,5,manhattan,idw,correlation,0.4391891891891892,65,83,12.705650091171265
701,1,5,manhattan,idw,correlation,0.4217687074829932,62,85,12.049124240875244
702,2,5,manhattan,idw,correlation,0.43243243243243246,64,84,11.959925174713135
703,3,5,manhattan,idw,correlation,0.47586206896551725,69,76,11.87648344039917
704,4,5,manhattan,idw,correlation,0.4421768707482993,65,82,11.970657110214233
705,5,5,manhattan,idw,correlation,0.5306122448979592,78,69,12.519737482070923
706,6,5,manhattan,idw,correlation,0.47651006711409394,71,78,14.501535415649414
707,7,5,manhattan,idw,correlation,0.43537414965986393,64,83,11.735557556152344
