,fold,k,distance,votes,weighting,acc,corr,incorr,time
352,2,3,euclidean,idw,information_gain,0.5,74,74,9.518966674804688
353,3,3,euclidean,idw,information_gain,0.4827586206896552,70,75,9.380035877227783
354,4,3,euclidean,idw,information_gain,0.4489795918367347,66,81,9.582981586456299
355,5,3,euclidean,idw,information_gain,0.4557823129251701,67,80,9.952001333236694
356,6,3,euclidean,idw,information_gain,0.5100671140939598,76,73,9.923824310302734
357,7,3,euclidean,idw,information_gain,0.43537414965986393,64,83,11.006468772888184
358,8,3,euclidean,idw,information_gain,0.5170068027210885,76,71,10.327787399291992
359,9,3,euclidean,idw,information_gain,0.4864864864864865,72,76,10.574035167694092
360,0,3,manhattan,majority,equal,0.44594594594594594,66,82,10.387962818145752
361,1,3,manhattan,majority,equal,0.42857142857142855,63,84,10.45603346824646
362,2,3,manhattan,majority,equal,0.46621621621621623,69,79,11.572999000549316
363,3,3,manhattan,majority,equal,0.45517241379310347,66,79,13.995001316070557
364,4,3,manhattan,majority,equal,0.46258503401360546,68,79,16.35800576210022
365,5,3,manhattan,majority,equal,0.4489795918367347,66,81,11.979028701782227
366,6,3,manhattan,majority,equal,0.47651006711409394,71,78,10.83899974822998
367,7,3,manhattan,majority,equal,0.4489795918367347,66,81,10.534000635147095
368,8,3,manhattan,majority,equal,0.5102040816326531,75,72,14.650131940841675
369,9,3,manhattan,majority,equal,0.4797297297297297,71,77,13.185649871826172
370,0,3,manhattan,majority,correlation,0.4189189189189189,62,86,10.518356800079346
371,1,3,manhattan,majority,correlation,0.4013605442176871,59,88,10.470316648483276
372,2,3,manhattan,majority,correlation,0.42567567567567566,63,85,13.206657886505127
373,3,3,manhattan,majority,correlation,0.45517241379310347,66,79,10.81739068031311
374,4,3,manhattan,majority,correlation,0.46258503401360546,68,79,9.758262157440186
375,5,3,manhattan,majority,correlation,0.40816326530612246,60,87,10.06124758720398
376,6,3,manhattan,majority,correlation,0.5302013422818792,79,70,10.07229733467102
377,7,3,manhattan,majority,correlation,0.4557823129251701,67,80,9.968249559402466
378,8,3,manhattan,majority,correlation,0.54421768707483,80,67,10.384388208389282
379,9,3,manhattan,majority,correlation,0.4864864864864865,72,76,10.753198385238647
380,0,3,manhattan,majority,information_gain,0.4594594594594595,68,80,10.787055253982544
381,1,3,manhattan,majority,information_gain,0.4897959183673469,72,75,12.523535251617432
382,2,3,manhattan,majority,information_gain,0.4391891891891892,65,83,13.123649835586548
383,3,3,manhattan,majority,information_gain,0.4896551724137931,71,74,10.505318403244019
384,4,3,manhattan,majority,information_gain,0.47619047619047616,70,77,11.959501504898071
385,5,3,manhattan,majority,information_gain,0.4897959183673469,72,75,17.441187858581543
386,6,3,manhattan,majority,information_gain,0.46308724832214765,69,80,11.960500955581665
387,7,3,manhattan,majority,information_gain,0.46258503401360546,68,79,12.803609609603882
388,8,3,manhattan,majority,information_gain,0.5782312925170068,85,62,19.167407512664795
389,9,3,manhattan,majority,information_gain,0.5405405405405406,80,68,11.811481952667236
390,0,3,manhattan,sheppard,equal,0.42567567567567566,63,85,15.232913255691528
391,1,3,manhattan,sheppard,equal,0.42857142857142855,63,84,14.408847093582153
392,2,3,manhattan,sheppard,equal,0.4527027027027027,67,81,11.760477304458618
393,3,3,manhattan,sheppard,equal,0.46206896551724136,67,78,16.45103168487549
394,4,3,manhattan,sheppard,equal,0.4557823129251701,67,80,12.304542541503906
395,5,3,manhattan,sheppard,equal,0.4557823129251701,67,80,12.962620973587036
396,6,3,manhattan,sheppard,equal,0.47651006711409394,71,78,16.675090789794922
397,7,3,manhattan,sheppard,equal,0.4421768707482993,65,82,11.495486974716187
398,8,3,manhattan,sheppard,equal,0.5102040816326531,75,72,13.363638401031494
399,9,3,manhattan,sheppard,equal,0.4594594594594595,68,80,16.268038511276245
400,0,3,manhattan,sheppard,correlation,0.4189189189189189,62,86,11.537646532058716
401,1,3,manhattan,sheppard,correlation,0.4013605442176871,59,88,14.712848424911499
402,2,3,manhattan,sheppard,correlation,0.42567567567567566,63,85,13.529695272445679
403,3,3,manhattan,sheppard,correlation,0.45517241379310347,66,79,11.367427825927734
404,4,3,manhattan,sheppard,correlation,0.46258503401360546,68,79,16.216074466705322
405,5,3,manhattan,sheppard,correlation,0.40816326530612246,60,87,11.311419248580933
406,6,3,manhattan,sheppard,correlation,0.5302013422818792,79,70,11.38743805885315
407,7,3,manhattan,sheppard,correlation,0.4557823129251701,67,80,14.00671648979187
408,8,3,manhattan,sheppard,correlation,0.54421768707483,80,67,10.865365028381348
409,9,3,manhattan,sheppard,correlation,0.4864864864864865,72,76,11.46447491645813
410,0,3,manhattan,sheppard,information_gain,0.4527027027027027,67,81,14.943833112716675
411,1,3,manhattan,sheppard,information_gain,0.4489795918367347,66,81,10.717344522476196
412,2,3,manhattan,sheppard,information_gain,0.5,74,74,10.616334915161133
413,3,3,manhattan,sheppard,information_gain,0.5103448275862069,74,71,24.96315026283264
414,4,3,manhattan,sheppard,information_gain,0.4421768707482993,65,82,12.193530321121216
415,5,3,manhattan,sheppard,information_gain,0.46258503401360546,68,79,13.32663869857788
416,6,3,manhattan,sheppard,information_gain,0.5100671140939598,76,73,14.021816968917847
417,7,3,manhattan,sheppard,information_gain,0.43537414965986393,64,83,10.606285810470581
418,8,3,manhattan,sheppard,information_gain,0.5102040816326531,75,72,12.618637084960938
419,9,3,manhattan,sheppard,information_gain,0.5135135135135135,76,72,16.508030652999878
420,0,3,manhattan,idw,equal,0.41216216216216217,61,87,11.329427719116211
421,1,3,manhattan,idw,equal,0.43537414965986393,64,83,13.406718254089355
422,2,3,manhattan,idw,equal,0.47297297297297297,70,78,16.021978616714478
423,3,3,manhattan,idw,equal,0.4827586206896552,70,75,10.319321632385254
424,4,3,manhattan,idw,equal,0.4557823129251701,67,80,10.706312894821167
425,5,3,manhattan,idw,equal,0.43537414965986393,64,83,15.057892084121704
426,6,3,manhattan,idw,equal,0.4899328859060403,73,76,11.38742446899414
427,7,3,manhattan,idw,equal,0.4489795918367347,66,81,10.3953378200531
428,8,3,manhattan,idw,equal,0.4965986394557823,73,74,13.923720598220825
429,9,3,manhattan,idw,equal,0.4797297297297297,71,77,12.621614694595337
430,0,3,manhattan,idw,correlation,0.39864864864864863,59,89,10.74329924583435
431,1,3,manhattan,idw,correlation,0.41496598639455784,61,86,11.794442653656006
432,2,3,manhattan,idw,correlation,0.40540540540540543,60,88,15.796976089477539
433,3,3,manhattan,idw,correlation,0.4482758620689655,65,80,10.353302478790283
434,4,3,manhattan,idw,correlation,0.48299319727891155,71,76,10.781314849853516
435,5,3,manhattan,idw,correlation,0.43537414965986393,64,83,17.556208610534668
436,6,3,manhattan,idw,correlation,0.5033557046979866,75,74,12.555569171905518
437,7,3,manhattan,idw,correlation,0.4489795918367347,66,81,10.57833218574524
438,8,3,manhattan,idw,correlation,0.5306122448979592,78,69,12.644588470458984
439,9,3,manhattan,idw,correlation,0.5,74,74,15.822985410690308
440,0,3,manhattan,idw,information_gain,0.39864864864864863,59,89,10.508319854736328
441,1,3,manhattan,idw,information_gain,0.46938775510204084,69,78,10.794392108917236
442,2,3,manhattan,idw,information_gain,0.5,74,74,14.556829929351807
443,3,3,manhattan,idw,information_gain,0.496551724137931,72,73,12.966612815856934
444,4,3,manhattan,idw,information_gain,0.47619047619047616,70,77,10.670292139053345
445,5,3,manhattan,idw,information_gain,0.46938775510204084,69,78,13.31271243095398
446,6,3,manhattan,idw,information_gain,0.5167785234899329,77,72,14.579793691635132
447,7,3,manhattan,idw,information_gain,0.46938775510204084,69,78,10.728343486785889
448,8,3,manhattan,idw,information_gain,0.47619047619047616,70,77,12.650582790374756
449,9,3,manhattan,idw,information_gain,0.4797297297297297,71,77,14.480845212936401
450,0,3,cosine,majority,equal,0.42567567567567566,63,85,12.607324600219727
451,1,3,cosine,majority,equal,0.4217687074829932,62,85,13.505733728408813
452,2,3,cosine,majority,equal,0.4864864864864865,72,76,20.916579961776733
453,3,3,cosine,majority,equal,0.45517241379310347,66,79,12.019510269165039
454,4,3,cosine,majority,equal,0.4557823129251701,67,80,13.681719779968262
455,5,3,cosine,majority,equal,0.46258503401360546,68,79,20.969184637069702
456,6,3,cosine,majority,equal,0.4966442953020134,74,75,14.324803113937378
457,7,3,cosine,majority,equal,0.43537414965986393,64,83,17.716224431991577
458,8,3,cosine,majority,equal,0.47619047619047616,70,77,14.326800107955933
459,9,3,cosine,majority,equal,0.5,74,74,15.504982709884644
460,0,3,cosine,majority,correlation,0.41216216216216217,61,87,16.612085580825806
461,1,3,cosine,majority,correlation,0.3945578231292517,58,89,13.296706914901733
462,2,3,cosine,majority,correlation,0.4391891891891892,65,83,16.84811806678772
463,3,3,cosine,majority,correlation,0.4413793103448276,64,81,15.18290638923645
464,4,3,cosine,majority,correlation,0.46938775510204084,69,78,13.837699890136719
465,5,3,cosine,majority,correlation,0.4489795918367347,66,81,24.441067218780518
466,6,3,cosine,majority,correlation,0.5167785234899329,77,72,17.692227125167847
467,7,3,cosine,majority,correlation,0.42857142857142855,63,84,24.23004126548767
468,8,3,cosine,majority,correlation,0.5374149659863946,79,68,16.271044731140137
469,9,3,cosine,majority,correlation,0.47297297297297297,70,78,24.570084810256958
470,0,3,cosine,majority,information_gain,0.4594594594594595,68,80,15.406936645507812
471,1,3,cosine,majority,information_gain,0.46938775510204084,69,78,24.645127534866333
472,2,3,cosine,majority,information_gain,0.5067567567567568,75,73,13.689665794372559
473,3,3,cosine,majority,information_gain,0.503448275862069,73,72,18.129574060440063
474,4,3,cosine,majority,information_gain,0.4217687074829932,62,85,17.514196395874023
475,5,3,cosine,majority,information_gain,0.48299319727891155,71,76,15.878029346466064
476,6,3,cosine,majority,information_gain,0.436241610738255,65,84,17.247183561325073
477,7,3,cosine,majority,information_gain,0.41496598639455784,61,86,12.8005952835083
478,8,3,cosine,majority,information_gain,0.4489795918367347,66,81,18.23929262161255
479,9,3,cosine,majority,information_gain,0.5135135135135135,76,72,16.389501571655273
480,0,3,cosine,sheppard,equal,0.42567567567567566,63,85,15.381004810333252
481,1,3,cosine,sheppard,equal,0.4217687074829932,62,85,15.605958461761475
482,2,3,cosine,sheppard,equal,0.4864864864864865,72,76,12.333584785461426
483,3,3,cosine,sheppard,equal,0.45517241379310347,66,79,13.35453724861145
484,4,3,cosine,sheppard,equal,0.4557823129251701,67,80,16.3160457611084
485,5,3,cosine,sheppard,equal,0.46258503401360546,68,79,12.762601375579834
486,6,3,cosine,sheppard,equal,0.4966442953020134,74,75,12.311580181121826
487,7,3,cosine,sheppard,equal,0.43537414965986393,64,83,15.088898658752441
488,8,3,cosine,sheppard,equal,0.47619047619047616,70,77,16.952082633972168
489,9,3,cosine,sheppard,equal,0.5,74,74,13.301669836044312
490,0,3,cosine,sheppard,correlation,0.41216216216216217,61,87,18.007266759872437
491,1,3,cosine,sheppard,correlation,0.3945578231292517,58,89,15.133896112442017
492,2,3,cosine,sheppard,correlation,0.4391891891891892,65,83,12.759603023529053
493,3,3,cosine,sheppard,correlation,0.4413793103448276,64,81,14.70488429069519
494,4,3,cosine,sheppard,correlation,0.46938775510204084,69,78,13.550660848617554
495,5,3,cosine,sheppard,correlation,0.4489795918367347,66,81,11.96453857421875
496,6,3,cosine,sheppard,correlation,0.5167785234899329,77,72,12.18652081489563
497,7,3,cosine,sheppard,correlation,0.42857142857142855,63,84,14.58281922340393
498,8,3,cosine,sheppard,correlation,0.5374149659863946,79,68,13.440684795379639
499,9,3,cosine,sheppard,correlation,0.47297297297297297,70,78,11.877455711364746
500,0,3,cosine,sheppard,information_gain,0.42567567567567566,63,85,12.003506898880005
501,1,3,cosine,sheppard,information_gain,0.4557823129251701,67,80,14.703850269317627
502,2,3,cosine,sheppard,information_gain,0.46621621621621623,69,79,13.64470386505127
503,3,3,cosine,sheppard,information_gain,0.47586206896551725,69,76,11.787467002868652
504,4,3,cosine,sheppard,information_gain,0.4557823129251701,67,80,11.987502813339233
505,5,3,cosine,sheppard,information_gain,0.4897959183673469,72,75,13.362521171569824
506,6,3,cosine,sheppard,information_gain,0.47651006711409394,71,78,14.811899662017822
507,7,3,cosine,sheppard,information_gain,0.3945578231292517,58,89,11.89253044128418
508,8,3,cosine,sheppard,information_gain,0.5170068027210885,76,71,11.934494733810425
509,9,3,cosine,sheppard,information_gain,0.4594594594594595,68,80,15.654959440231323
510,0,3,cosine,idw,equal,0.38513513513513514,57,91,12.372515439987183
511,1,3,cosine,idw,equal,0.42857142857142855,63,84,16.35105562210083
512,2,3,cosine,idw,equal,0.4594594594594595,68,80,17.77422857284546
513,3,3,cosine,idw,equal,0.47586206896551725,69,76,13.398686170578003
514,4,3,cosine,idw,equal,0.46258503401360546,68,79,22.896909475326538
515,5,3,cosine,idw,equal,0.46258503401360546,68,79,14.502782821655273
516,6,3,cosine,idw,equal,0.4966442953020134,74,75,19.618462562561035
517,7,3,cosine,idw,equal,0.46258503401360546,68,79,14.433815956115723
518,8,3,cosine,idw,equal,0.46258503401360546,68,79,17.491230964660645
519,9,3,cosine,idw,equal,0.5,74,74,16.56403374671936
520,0,3,cosine,idw,correlation,0.3716216216216216,55,93,15.740976572036743
521,1,3,cosine,idw,correlation,0.3945578231292517,58,89,18.65334129333496
522,2,3,cosine,idw,correlation,0.42567567567567566,63,85,14.244787454605103
523,3,3,cosine,idw,correlation,0.46206896551724136,67,78,18.830366373062134
524,4,3,cosine,idw,correlation,0.48299319727891155,71,76,14.60400128364563
525,5,3,cosine,idw,correlation,0.4489795918367347,66,81,17.99425721168518
526,6,3,cosine,idw,correlation,0.5033557046979866,75,74,15.999009847640991
527,7,3,cosine,idw,correlation,0.42857142857142855,63,84,15.410969734191895
528,8,3,cosine,idw,correlation,0.4897959183673469,72,75,19.14140009880066
529,9,3,cosine,idw,correlation,0.4594594594594595,68,80,14.205785751342773
530,0,3,cosine,idw,information_gain,0.3716216216216216,55,93,20.12953472137451
531,1,3,cosine,idw,information_gain,0.4557823129251701,67,80,17.668217420578003
532,2,3,cosine,idw,information_gain,0.4527027027027027,67,81,21.085644721984863
533,3,3,cosine,idw,information_gain,0.4482758620689655,65,80,14.331799268722534
534,4,3,cosine,idw,information_gain,0.46938775510204084,69,78,17.754230976104736
535,5,3,cosine,idw,information_gain,0.47619047619047616,70,77,15.194907426834106
536,6,3,cosine,idw,information_gain,0.4966442953020134,74,75,15.756978034973145
537,7,3,cosine,idw,information_gain,0.41496598639455784,61,86,16.427064895629883
538,8,3,cosine,idw,information_gain,0.5170068027210885,76,71,14.938875913619995
539,9,3,cosine,idw,information_gain,0.5,74,74,19.30945873260498
540,0,5,euclidean,majority,equal,0.47297297297297297,70,78,11.645425081253052
541,1,5,euclidean,majority,equal,0.41496598639455784,61,86,13.302672624588013
542,2,5,euclidean,majority,equal,0.5,74,74,15.06860876083374
543,3,5,euclidean,majority,equal,0.4206896551724138,61,84,11.242370367050171
544,4,5,euclidean,majority,equal,0.46258503401360546,68,79,11.494447469711304
545,5,5,euclidean,majority,equal,0.46258503401360546,68,79,15.460934162139893
546,6,5,euclidean,majority,equal,0.48322147651006714,72,77,11.144397974014282
547,7,5,euclidean,majority,equal,0.43537414965986393,64,83,13.48169207572937
548,8,5,euclidean,majority,equal,0.46258503401360546,68,79,15.613960266113281
549,9,5,euclidean,majority,equal,0.5067567567567568,75,73,11.419432163238525
550,0,5,euclidean,majority,correlation,0.43243243243243246,64,84,14.498828411102295
551,1,5,euclidean,majority,correlation,0.3877551020408163,57,90,16.42105484008789
552,2,5,euclidean,majority,correlation,0.49324324324324326,73,75,12.015507698059082
553,3,5,euclidean,majority,correlation,0.47586206896551725,69,76,15.812989473342896
554,4,5,euclidean,majority,correlation,0.4421768707482993,65,82,13.782724618911743
555,5,5,euclidean,majority,correlation,0.4897959183673469,72,75,13.272669792175293
556,6,5,euclidean,majority,correlation,0.47651006711409394,71,78,17.21216082572937
557,7,5,euclidean,majority,correlation,0.4557823129251701,67,80,12.013503313064575
558,8,5,euclidean,majority,correlation,0.5510204081632653,81,66,15.068892002105713
559,9,5,euclidean,majority,correlation,0.4864864864864865,72,76,15.870989561080933
560,0,5,euclidean,majority,information_gain,0.4864864864864865,72,76,12.101518869400024
561,1,5,euclidean,majority,information_gain,0.4013605442176871,59,88,13.928787469863892
562,2,5,euclidean,majority,information_gain,0.4797297297297297,71,77,13.403640985488892
563,3,5,euclidean,majority,information_gain,0.47586206896551725,69,76,10.550364255905151
564,4,5,euclidean,majority,information_gain,0.47619047619047616,70,77,13.394155502319336
565,5,5,euclidean,majority,information_gain,0.48299319727891155,71,76,12.672587871551514
566,6,5,euclidean,majority,information_gain,0.5302013422818792,79,70,10.95337438583374
567,7,5,euclidean,majority,information_gain,0.46938775510204084,69,78,13.869744062423706
568,8,5,euclidean,majority,information_gain,0.4897959183673469,72,75,12.901617527008057
569,9,5,euclidean,majority,information_gain,0.40540540540540543,60,88,11.152400493621826
570,0,5,euclidean,sheppard,equal,0.46621621621621623,69,79,14.553829908370972
571,1,5,euclidean,sheppard,equal,0.41496598639455784,61,86,11.917456865310669
572,2,5,euclidean,sheppard,equal,0.5,74,74,10.846360683441162
573,3,5,euclidean,sheppard,equal,0.4206896551724138,61,84,13.703721284866333
574,4,5,euclidean,sheppard,equal,0.4557823129251701,67,80,14.44681692123413
575,5,5,euclidean,sheppard,equal,0.4965986394557823,73,74,11.372429132461548
576,6,5,euclidean,sheppard,equal,0.47651006711409394,71,78,14.407795667648315
577,7,5,euclidean,sheppard,equal,0.4489795918367347,66,81,12.96663212776184
578,8,5,euclidean,sheppard,equal,0.48299319727891155,71,76,10.898371458053589
579,9,5,euclidean,sheppard,equal,0.5,74,74,12.034476518630981
580,0,5,euclidean,sheppard,correlation,0.44594594594594594,66,82,14.799856424331665
581,1,5,euclidean,sheppard,correlation,0.3877551020408163,57,90,10.93537163734436
582,2,5,euclidean,sheppard,correlation,0.5135135135135135,76,72,10.894331932067871
583,3,5,euclidean,sheppard,correlation,0.46206896551724136,67,78,14.094772100448608
584,4,5,euclidean,sheppard,correlation,0.43537414965986393,64,83,14.17873740196228
585,5,5,euclidean,sheppard,correlation,0.4897959183673469,72,75,12.004395484924316
586,6,5,euclidean,sheppard,correlation,0.4899328859060403,73,76,17.269327402114868
587,7,5,euclidean,sheppard,correlation,0.4489795918367347,66,81,13.085299968719482
588,8,5,euclidean,sheppard,correlation,0.564625850340136,83,64,13.270255088806152
589,9,5,euclidean,sheppard,correlation,0.4797297297297297,71,77,17.3653244972229
590,0,5,euclidean,sheppard,information_gain,0.4527027027027027,67,81,11.99122929573059
591,1,5,euclidean,sheppard,information_gain,0.42857142857142855,63,84,15.815303087234497
592,2,5,euclidean,sheppard,information_gain,0.5,74,74,14.169273138046265
593,3,5,euclidean,sheppard,information_gain,0.47586206896551725,69,76,12.345235586166382
594,4,5,euclidean,sheppard,information_gain,0.48299319727891155,71,76,16.96636438369751
595,5,5,euclidean,sheppard,information_gain,0.5306122448979592,78,69,11.562215089797974
596,6,5,euclidean,sheppard,information_gain,0.4563758389261745,68,81,15.401297330856323
597,7,5,euclidean,sheppard,information_gain,0.4489795918367347,66,81,13.66025686264038
598,8,5,euclidean,sheppard,information_gain,0.4965986394557823,73,74,13.680262088775635
599,9,5,euclidean,sheppard,information_gain,0.5,74,74,15.067286729812622
600,0,5,euclidean,idw,equal,0.4527027027027027,67,81,11.508214235305786
601,1,5,euclidean,idw,equal,0.42857142857142855,63,84,15.963305950164795
602,2,5,euclidean,idw,equal,0.4864864864864865,72,76,12.881242513656616
603,3,5,euclidean,idw,equal,0.4482758620689655,65,80,11.68121862411499
604,4,5,euclidean,idw,equal,0.4557823129251701,67,80,16.835322380065918
605,5,5,euclidean,idw,equal,0.4965986394557823,73,74,12.60923981666565
606,6,5,euclidean,idw,equal,0.5033557046979866,75,74,13.154257774353027
607,7,5,euclidean,idw,equal,0.4489795918367347,66,81,15.89729642868042
608,8,5,euclidean,idw,equal,0.47619047619047616,70,77,11.50182032585144
609,9,5,euclidean,idw,equal,0.49324324324324326,73,75,14.585279941558838
610,0,5,euclidean,idw,correlation,0.42567567567567566,63,85,14.438279390335083
611,1,5,euclidean,idw,correlation,0.40816326530612246,60,87,11.547216415405273
612,2,5,euclidean,idw,correlation,0.4527027027027027,67,81,16.72331929206848
613,3,5,euclidean,idw,correlation,0.4827586206896552,70,75,12.187229633331299
614,4,5,euclidean,idw,correlation,0.43537414965986393,64,83,14.512275457382202
615,5,5,euclidean,idw,correlation,0.5034013605442177,74,73,15.099285125732422
616,6,5,euclidean,idw,correlation,0.48322147651006714,72,77,12.435262680053711
617,7,5,euclidean,idw,correlation,0.4489795918367347,66,81,18.059319019317627
618,8,5,euclidean,idw,correlation,0.5374149659863946,79,68,13.46725058555603
619,9,5,euclidean,idw,correlation,0.47297297297297297,70,78,14.017308473587036
620,0,5,euclidean,idw,information_gain,0.43243243243243246,64,84,17.072322130203247
621,1,5,euclidean,idw,information_gain,0.43537414965986393,64,83,11.523221969604492
622,2,5,euclidean,idw,information_gain,0.527027027027027,78,70,15.918303966522217
623,3,5,euclidean,idw,information_gain,0.43448275862068964,63,82,15.757258653640747
624,4,5,euclidean,idw,information_gain,0.5034013605442177,74,73,18.362361669540405
625,5,5,euclidean,idw,information_gain,0.5034013605442177,74,73,16.361305236816406
626,6,5,euclidean,idw,information_gain,0.48322147651006714,72,77,13.137292623519897
627,7,5,euclidean,idw,information_gain,0.5170068027210885,76,71,16.278353214263916
628,8,5,euclidean,idw,information_gain,0.5238095238095238,77,70,10.677160739898682
629,9,5,euclidean,idw,information_gain,0.4527027027027027,67,81,11.205091953277588
630,0,5,manhattan,majority,equal,0.4594594594594595,68,80,13.67102575302124
631,1,5,manhattan,majority,equal,0.42857142857142855,63,84,11.767180919647217
632,2,5,manhattan,majority,equal,0.5,74,74,11.652220487594604
633,3,5,manhattan,majority,equal,0.46206896551724136,67,78,14.06227707862854
634,4,5,manhattan,majority,equal,0.4965986394557823,73,74,11.696215867996216
635,5,5,manhattan,majority,equal,0.47619047619047616,70,77,10.790203094482422
636,6,5,manhattan,majority,equal,0.47651006711409394,71,78,16.006306648254395
637,7,5,manhattan,majority,equal,0.4489795918367347,66,81,12.19823169708252
638,8,5,manhattan,majority,equal,0.5102040816326531,75,72,10.233227968215942
639,9,5,manhattan,majority,equal,0.4864864864864865,72,76,12.603202819824219
640,0,5,manhattan,majority,correlation,0.47297297297297297,70,78,14.549313068389893
641,1,5,manhattan,majority,correlation,0.41496598639455784,61,86,10.676204919815063
642,2,5,manhattan,majority,correlation,0.4797297297297297,71,77,10.946171522140503
643,3,5,manhattan,majority,correlation,0.4482758620689655,65,80,13.179289102554321
644,4,5,manhattan,majority,correlation,0.4421768707482993,65,82,11.012173891067505
645,5,5,manhattan,majority,correlation,0.5306122448979592,78,69,10.14519476890564
646,6,5,manhattan,majority,correlation,0.5234899328859061,78,71,9.732182264328003
647,7,5,manhattan,majority,correlation,0.4217687074829932,62,85,10.032227516174316
648,8,5,manhattan,majority,correlation,0.54421768707483,80,67,10.841140508651733
649,9,5,manhattan,majority,correlation,0.5,74,74,9.903224468231201
650,0,5,manhattan,majority,information_gain,0.4864864864864865,72,76,9.62521505355835
651,1,5,manhattan,majority,information_gain,0.4897959183673469,72,75,10.443148136138916
652,2,5,manhattan,majority,information_gain,0.5472972972972973,81,67,9.895193815231323
653,3,5,manhattan,majority,information_gain,0.45517241379310347,66,79,9.429178953170776
654,4,5,manhattan,majority,information_gain,0.5102040816326531,75,72,9.747188568115234
655,5,5,manhattan,majority,information_gain,0.5034013605442177,74,73,10.079620122909546
656,6,5,manhattan,majority,information_gain,0.5167785234899329,77,72,10.329731464385986
657,7,5,manhattan,majority,information_gain,0.4489795918367347,66,81,9.819856405258179
658,8,5,manhattan,majority,information_gain,0.5102040816326531,75,72,9.35617995262146
659,9,5,manhattan,majority,information_gain,0.5,74,74,9.445123195648193
660,0,5,manhattan,sheppard,equal,0.4594594594594595,68,80,9.473212957382202
661,1,5,manhattan,sheppard,equal,0.41496598639455784,61,86,9.414179563522339
662,2,5,manhattan,sheppard,equal,0.4864864864864865,72,76,9.48418402671814
663,3,5,manhattan,sheppard,equal,0.4482758620689655,65,80,9.2851722240448
664,4,5,manhattan,sheppard,equal,0.46258503401360546,68,79,9.59714961051941
665,5,5,manhattan,sheppard,equal,0.5034013605442177,74,73,9.891186952590942
666,6,5,manhattan,sheppard,equal,0.4697986577181208,70,79,9.919184446334839
667,7,5,manhattan,sheppard,equal,0.46938775510204084,69,78,9.850190877914429
668,8,5,manhattan,sheppard,equal,0.5102040816326531,75,72,9.728184700012207
669,9,5,manhattan,sheppard,equal,0.4527027027027027,67,81,9.751218557357788
670,0,5,manhattan,sheppard,correlation,0.4797297297297297,71,77,9.44218373298645
671,1,5,manhattan,sheppard,correlation,0.42857142857142855,63,84,9.483165979385376
672,2,5,manhattan,sheppard,correlation,0.4864864864864865,72,76,9.59713077545166
673,3,5,manhattan,sheppard,correlation,0.4482758620689655,65,80,9.670185565948486
674,4,5,manhattan,sheppard,correlation,0.43537414965986393,64,83,9.839224338531494
675,5,5,manhattan,sheppard,correlation,0.5170068027210885,76,71,10.151143550872803
676,6,5,manhattan,sheppard,correlation,0.5234899328859061,78,71,9.552217483520508
677,7,5,manhattan,sheppard,correlation,0.4217687074829932,62,85,10.134180068969727
678,8,5,manhattan,sheppard,correlation,0.5578231292517006,82,65,10.788264989852905
679,9,5,manhattan,sheppard,correlation,0.4864864864864865,72,76,10.376866579055786
680,0,5,manhattan,sheppard,information_gain,0.4594594594594595,68,80,9.970290422439575
681,1,5,manhattan,sheppard,information_gain,0.5102040816326531,75,72,9.548286199569702
682,2,5,manhattan,sheppard,information_gain,0.47297297297297297,70,78,9.658429622650146
683,3,5,manhattan,sheppard,information_gain,0.5172413793103449,75,70,9.831231117248535
684,4,5,manhattan,sheppard,information_gain,0.4557823129251701,67,80,9.842731475830078
685,5,5,manhattan,sheppard,information_gain,0.5102040816326531,75,72,9.778555631637573
686,6,5,manhattan,sheppard,information_gain,0.4966442953020134,74,75,10.013988494873047
687,7,5,manhattan,sheppard,information_gain,0.4217687074829932,62,85,9.36421251296997
688,8,5,manhattan,sheppard,information_gain,0.5238095238095238,77,70,9.47713017463684
689,9,5,manhattan,sheppard,information_gain,0.527027027027027,78,70,9.578183889389038
690,0,5,manhattan,idw,equal,0.44594594594594594,66,82,9.53818154335022
691,1,5,manhattan,idw,equal,0.4421768707482993,65,82,9.647183418273926
692,2,5,manhattan,idw,equal,0.46621621621621623,69,79,9.577217817306519
693,3,5,manhattan,idw,equal,0.46206896551724136,67,78,9.89615249633789
694,4,5,manhattan,idw,equal,0.4421768707482993,65,82,9.942193269729614
695,5,5,manhattan,idw,equal,0.47619047619047616,70,77,9.765185117721558
696,6,5,manhattan,idw,equal,0.4966442953020134,74,75,9.800186157226562
697,7,5,manhattan,idw,equal,0.46938775510204084,69,78,9.563181161880493
698,8,5,manhattan,idw,equal,0.5034013605442177,74,73,9.399210214614868
699,9,5,manhattan,idw,equal,0.4864864864864865,72,76,9.75115180015564
700,0,5,manhattan,idw,correlation,0.4391891891891892,65,83,9.645217657089233
701,1,5,manhattan,idw,correlation,0.4217687074829932,62,85,9.481146574020386
702,2,5,manhattan,idw,correlation,0.43243243243243246,64,84,9.80122447013855
703,3,5,manhattan,idw,correlation,0.47586206896551725,69,76,9.426164627075195
704,4,5,manhattan,idw,correlation,0.4421768707482993,65,82,9.581163883209229
705,5,5,manhattan,idw,correlation,0.5306122448979592,78,69,9.885187149047852
706,6,5,manhattan,idw,correlation,0.47651006711409394,71,78,9.756174564361572
707,7,5,manhattan,idw,correlation,0.43537414965986393,64,83,9.462168455123901
