,fold,k,distance,votes,weighting,acc,corr,incorr,time
401,1,3,manhattan,sheppard,correlation,0.7315436241610739,109,40,7.894566774368286
402,2,3,manhattan,sheppard,correlation,0.6666666666666666,98,49,7.740614175796509
403,3,3,manhattan,sheppard,correlation,0.7619047619047619,112,35,7.635246515274048
404,4,3,manhattan,sheppard,correlation,0.7586206896551724,110,35,7.589167833328247
405,5,3,manhattan,sheppard,correlation,0.75,111,37,7.873166084289551
406,6,3,manhattan,sheppard,correlation,0.6938775510204082,102,45,8.899231910705566
407,7,3,manhattan,sheppard,correlation,0.6802721088435374,100,47,7.695357799530029
408,8,3,manhattan,sheppard,correlation,0.8108108108108109,120,28,7.796061038970947
409,9,3,manhattan,sheppard,correlation,0.673469387755102,99,48,7.692459344863892
410,0,3,manhattan,sheppard,information_gain,0.5743243243243243,85,63,7.7591047286987305
411,1,3,manhattan,sheppard,information_gain,0.5838926174496645,87,62,7.770524501800537
412,2,3,manhattan,sheppard,information_gain,0.7006802721088435,103,44,7.81038761138916
413,3,3,manhattan,sheppard,information_gain,0.7619047619047619,112,35,7.697427034378052
414,4,3,manhattan,sheppard,information_gain,0.6551724137931034,95,50,7.6099841594696045
415,5,3,manhattan,sheppard,information_gain,0.7567567567567568,112,36,7.816897630691528
416,6,3,manhattan,sheppard,information_gain,0.7891156462585034,116,31,7.708829879760742
417,7,3,manhattan,sheppard,information_gain,0.5986394557823129,88,59,7.736118316650391
418,8,3,manhattan,sheppard,information_gain,0.7297297297297297,108,40,7.842357873916626
419,9,3,manhattan,sheppard,information_gain,0.673469387755102,99,48,7.7142908573150635
420,0,3,manhattan,idw,equal,0.7364864864864865,109,39,7.802085876464844
421,1,3,manhattan,idw,equal,0.7785234899328859,116,33,7.797317266464233
422,2,3,manhattan,idw,equal,0.8095238095238095,119,28,7.693263530731201
423,3,3,manhattan,idw,equal,0.8639455782312925,127,20,7.750958204269409
424,4,3,manhattan,idw,equal,0.7862068965517242,114,31,7.586340665817261
425,5,3,manhattan,idw,equal,0.918918918918919,136,12,7.753558874130249
426,6,3,manhattan,idw,equal,0.8095238095238095,119,28,8.916115999221802
427,7,3,manhattan,idw,equal,0.7959183673469388,117,30,7.7294604778289795
428,8,3,manhattan,idw,equal,0.8851351351351351,131,17,7.91855001449585
429,9,3,manhattan,idw,equal,0.8231292517006803,121,26,7.693822383880615
430,0,3,manhattan,idw,correlation,0.7567567567567568,112,36,7.730931758880615
431,1,3,manhattan,idw,correlation,0.8389261744966443,125,24,7.879331827163696
432,2,3,manhattan,idw,correlation,0.7619047619047619,112,35,7.679322957992554
433,3,3,manhattan,idw,correlation,0.8707482993197279,128,19,7.7073986530303955
434,4,3,manhattan,idw,correlation,0.8206896551724138,119,26,7.556332111358643
435,5,3,manhattan,idw,correlation,0.9054054054054054,134,14,7.818912029266357
436,6,3,manhattan,idw,correlation,0.7551020408163265,111,36,7.78046441078186
437,7,3,manhattan,idw,correlation,0.7755102040816326,114,33,7.694454669952393
438,8,3,manhattan,idw,correlation,0.918918918918919,136,12,7.782092332839966
439,9,3,manhattan,idw,correlation,0.8231292517006803,121,26,7.780608177185059
440,0,3,manhattan,idw,information_gain,0.668918918918919,99,49,7.742737531661987
441,1,3,manhattan,idw,information_gain,0.6644295302013423,99,50,7.8098649978637695
442,2,3,manhattan,idw,information_gain,0.7142857142857143,105,42,7.780633926391602
443,3,3,manhattan,idw,information_gain,0.782312925170068,115,32,7.751300573348999
444,4,3,manhattan,idw,information_gain,0.5862068965517241,85,60,7.619951009750366
445,5,3,manhattan,idw,information_gain,0.8648648648648649,128,20,8.253551721572876
446,6,3,manhattan,idw,information_gain,0.6938775510204082,102,45,8.372332572937012
447,7,3,manhattan,idw,information_gain,0.7006802721088435,103,44,7.734264850616455
448,8,3,manhattan,idw,information_gain,0.777027027027027,115,33,7.756359815597534
449,9,3,manhattan,idw,information_gain,0.6258503401360545,92,55,7.736922025680542
450,0,3,cosine,majority,equal,0.7162162162162162,106,42,10.358525037765503
451,1,3,cosine,majority,equal,0.7114093959731543,106,43,10.354369640350342
452,2,3,cosine,majority,equal,0.6870748299319728,101,46,10.258201837539673
453,3,3,cosine,majority,equal,0.7755102040816326,114,33,10.28389835357666
454,4,3,cosine,majority,equal,0.7448275862068966,108,37,10.186248779296875
455,5,3,cosine,majority,equal,0.7567567567567568,112,36,10.319210052490234
456,6,3,cosine,majority,equal,0.7346938775510204,108,39,10.2273690700531
457,7,3,cosine,majority,equal,0.6802721088435374,100,47,10.267606973648071
458,8,3,cosine,majority,equal,0.8108108108108109,120,28,10.308589220046997
459,9,3,cosine,majority,equal,0.6870748299319728,101,46,10.3508141040802
460,0,3,cosine,majority,correlation,0.6824324324324325,101,47,10.294917345046997
461,1,3,cosine,majority,correlation,0.6912751677852349,103,46,11.616166830062866
462,2,3,cosine,majority,correlation,0.6326530612244898,93,54,10.410969257354736
463,3,3,cosine,majority,correlation,0.782312925170068,115,32,10.32654619216919
