,fold,k,distance,votes,weighting,acc,corr,incorr,time
288,8,3,euclidean,majority,correlation,1.0,99,0,4.109385967254639
289,9,3,euclidean,majority,correlation,0.98989898989899,98,1,4.127277851104736
290,0,3,euclidean,majority,information_gain,0.98989898989899,98,1,4.1152260303497314
291,1,3,euclidean,majority,information_gain,0.9797979797979798,97,2,4.286973714828491
292,2,3,euclidean,majority,information_gain,0.9797979797979798,97,2,4.288422584533691
293,3,3,euclidean,majority,information_gain,1.0,99,0,4.11117696762085
294,4,3,euclidean,majority,information_gain,0.98989898989899,98,1,4.2494354248046875
295,5,3,euclidean,majority,information_gain,0.98989898989899,98,1,4.0843048095703125
296,6,3,euclidean,majority,information_gain,0.98989898989899,98,1,3.8235526084899902
297,7,3,euclidean,majority,information_gain,0.9797979797979798,97,2,5.568467855453491
298,8,3,euclidean,majority,information_gain,0.9797979797979798,97,2,4.286115646362305
299,9,3,euclidean,majority,information_gain,0.98989898989899,98,1,4.061328411102295
300,0,3,euclidean,sheppard,equal,0.9797979797979798,97,2,4.271783113479614
301,1,3,euclidean,sheppard,equal,0.9696969696969697,96,3,4.320564270019531
302,2,3,euclidean,sheppard,equal,0.9696969696969697,96,3,4.125025272369385
303,3,3,euclidean,sheppard,equal,1.0,99,0,4.109585523605347
304,4,3,euclidean,sheppard,equal,0.98989898989899,98,1,4.293912887573242
305,5,3,euclidean,sheppard,equal,0.9696969696969697,96,3,4.271131753921509
306,6,3,euclidean,sheppard,equal,0.98989898989899,98,1,4.269216775894165
307,7,3,euclidean,sheppard,equal,0.98989898989899,98,1,4.184165954589844
308,8,3,euclidean,sheppard,equal,0.98989898989899,98,1,4.364059209823608
309,9,3,euclidean,sheppard,equal,0.98989898989899,98,1,4.1936376094818115
310,0,3,euclidean,sheppard,correlation,0.98989898989899,98,1,4.108776330947876
311,1,3,euclidean,sheppard,correlation,0.9595959595959596,95,4,4.470973253250122
312,2,3,euclidean,sheppard,correlation,0.9494949494949495,94,5,4.3531718254089355
313,3,3,euclidean,sheppard,correlation,1.0,99,0,4.255397081375122
314,4,3,euclidean,sheppard,correlation,0.98989898989899,98,1,4.347510099411011
315,5,3,euclidean,sheppard,correlation,0.98989898989899,98,1,4.58393669128418
316,6,3,euclidean,sheppard,correlation,0.9696969696969697,96,3,4.366489887237549
317,7,3,euclidean,sheppard,correlation,1.0,99,0,4.239454984664917
318,8,3,euclidean,sheppard,correlation,1.0,99,0,4.479279041290283
319,9,3,euclidean,sheppard,correlation,0.98989898989899,98,1,4.492758750915527
320,0,3,euclidean,sheppard,information_gain,0.98989898989899,98,1,4.4741199016571045
321,1,3,euclidean,sheppard,information_gain,0.9797979797979798,97,2,4.319646120071411
322,2,3,euclidean,sheppard,information_gain,0.9797979797979798,97,2,4.483653545379639
323,3,3,euclidean,sheppard,information_gain,0.98989898989899,98,1,4.152568578720093
324,4,3,euclidean,sheppard,information_gain,1.0,99,0,4.441137313842773
325,5,3,euclidean,sheppard,information_gain,0.9696969696969697,96,3,4.3736207485198975
326,6,3,euclidean,sheppard,information_gain,0.9797979797979798,97,2,4.290205717086792
327,7,3,euclidean,sheppard,information_gain,0.98989898989899,98,1,5.550420045852661
328,8,3,euclidean,sheppard,information_gain,0.9797979797979798,97,2,4.3364691734313965
329,9,3,euclidean,sheppard,information_gain,0.98989898989899,98,1,4.200341701507568
330,0,3,euclidean,idw,equal,0.9797979797979798,97,2,4.675173044204712
331,1,3,euclidean,idw,equal,0.9696969696969697,96,3,4.6201088428497314
332,2,3,euclidean,idw,equal,0.9797979797979798,97,2,4.300853490829468
333,3,3,euclidean,idw,equal,1.0,99,0,4.269088268280029
334,4,3,euclidean,idw,equal,0.98989898989899,98,1,4.339857816696167
335,5,3,euclidean,idw,equal,0.9696969696969697,96,3,4.312330961227417
336,6,3,euclidean,idw,equal,0.98989898989899,98,1,4.315093040466309
337,7,3,euclidean,idw,equal,0.98989898989899,98,1,4.5126988887786865
338,8,3,euclidean,idw,equal,0.98989898989899,98,1,4.561936140060425
339,9,3,euclidean,idw,equal,0.98989898989899,98,1,4.334340333938599
340,0,3,euclidean,idw,correlation,0.98989898989899,98,1,4.284621238708496
341,1,3,euclidean,idw,correlation,0.9595959595959596,95,4,4.335028171539307
342,2,3,euclidean,idw,correlation,0.9595959595959596,95,4,4.374190807342529
343,3,3,euclidean,idw,correlation,1.0,99,0,4.331226348876953
344,4,3,euclidean,idw,correlation,0.98989898989899,98,1,4.455882549285889
345,5,3,euclidean,idw,correlation,0.98989898989899,98,1,4.34810209274292
346,6,3,euclidean,idw,correlation,0.9696969696969697,96,3,4.364339828491211
347,7,3,euclidean,idw,correlation,1.0,99,0,4.371564865112305
348,8,3,euclidean,idw,correlation,1.0,99,0,4.34435772895813
349,9,3,euclidean,idw,correlation,0.98989898989899,98,1,4.407485008239746
350,0,3,euclidean,idw,information_gain,0.98989898989899,98,1,4.2596518993377686
351,1,3,euclidean,idw,information_gain,0.9797979797979798,97,2,4.5965187549591064
352,2,3,euclidean,idw,information_gain,0.98989898989899,98,1,4.344378232955933
353,3,3,euclidean,idw,information_gain,0.98989898989899,98,1,4.2755820751190186
354,4,3,euclidean,idw,information_gain,1.0,99,0,4.412360906600952
355,5,3,euclidean,idw,information_gain,0.9797979797979798,97,2,4.37410831451416
356,6,3,euclidean,idw,information_gain,0.9797979797979798,97,2,5.57335352897644
357,7,3,euclidean,idw,information_gain,0.9797979797979798,97,2,4.36806321144104
358,8,3,euclidean,idw,information_gain,0.98989898989899,98,1,4.328329086303711
359,9,3,euclidean,idw,information_gain,0.98989898989899,98,1,4.3198442459106445
360,0,3,manhattan,majority,equal,0.9797979797979798,97,2,4.193866968154907
361,1,3,manhattan,majority,equal,0.9696969696969697,96,3,4.125123977661133
362,2,3,manhattan,majority,equal,0.9696969696969697,96,3,4.149054527282715
363,3,3,manhattan,majority,equal,1.0,99,0,4.136547088623047
364,4,3,manhattan,majority,equal,0.9797979797979798,97,2,4.346659421920776
365,5,3,manhattan,majority,equal,0.98989898989899,98,1,4.123491525650024
366,6,3,manhattan,majority,equal,0.98989898989899,98,1,3.9867095947265625
367,7,3,manhattan,majority,equal,0.9797979797979798,97,2,4.1896162033081055
368,8,3,manhattan,majority,equal,0.98989898989899,98,1,4.112682342529297
369,9,3,manhattan,majority,equal,0.98989898989899,98,1,4.176934719085693
370,0,3,manhattan,majority,correlation,0.9595959595959596,95,4,4.117620229721069
371,1,3,manhattan,majority,correlation,0.9797979797979798,97,2,4.285278797149658
372,2,3,manhattan,majority,correlation,0.9494949494949495,94,5,4.085395097732544
373,3,3,manhattan,majority,correlation,1.0,99,0,4.162935256958008
374,4,3,manhattan,majority,correlation,0.98989898989899,98,1,4.211695909500122
375,5,3,manhattan,majority,correlation,0.98989898989899,98,1,4.2275071144104
