,acc,corr,incorr,time
0,0.9949494949494948,98.5,0.5,3.6723950147628783
1,0.9929292929292929,98.3,0.7,3.8795575380325316
2,0.9959595959595958,98.6,0.4,4.104446864128112
3,0.9949494949494948,98.5,0.5,3.952905607223511
4,0.9929292929292929,98.3,0.7,3.879519510269165
5,0.9939393939393941,98.4,0.6,4.055027723312378
6,0.9949494949494948,98.5,0.5,3.7130181550979615
7,0.9929292929292929,98.3,0.7,3.7165600776672365
8,0.994949494949495,98.5,0.5,3.9063920259475706
9,0.9919191919191921,98.2,0.8,3.8939018487930297
10,0.9848484848484848,97.5,1.5,3.6420889616012575
11,0.990909090909091,98.1,0.9,3.577319383621216
12,0.9919191919191921,98.2,0.8,3.7057196855545045
13,0.9848484848484848,97.5,1.5,3.6588202476501466
14,0.9919191919191919,98.2,0.8,3.6614418029785156
15,0.9919191919191921,98.2,0.8,3.7859496116638183
16,0.9848484848484848,97.5,1.5,3.6744637489318848
17,0.9929292929292929,98.3,0.7,3.8328433990478517
18,0.9969696969696968,98.7,0.3,5.130841970443726
19,0.997979797979798,98.8,0.2,4.926463866233826
20,0.998989898989899,98.9,0.1,4.928130316734314
21,0.9969696969696968,98.7,0.3,4.890359878540039
22,0.997979797979798,98.8,0.2,4.87943742275238
23,0.998989898989899,98.9,0.1,4.864031529426574
24,0.9969696969696968,98.7,0.3,5.041767883300781
25,0.997979797979798,98.8,0.2,5.285427522659302
26,0.9969696969696968,98.7,0.3,5.60577871799469
27,0.9838383838383837,97.4,1.6,4.083887505531311
28,0.9838383838383837,97.4,1.6,4.083838677406311
29,0.9868686868686869,97.7,1.3,4.287500405311585
30,0.9838383838383837,97.4,1.6,4.240308237075806
31,0.9838383838383837,97.4,1.6,4.369774794578552
32,0.9848484848484848,97.5,1.5,4.462218284606934
33,0.9848484848484848,97.5,1.5,4.424148082733154
34,0.9848484848484848,97.5,1.5,4.361679863929749
35,0.986868686868687,97.7,1.3,4.485219025611878
36,0.9838383838383837,97.4,1.6,4.154068636894226
37,0.9747474747474747,96.5,2.5,4.1831979036331175
38,0.9818181818181817,97.2,1.8,4.425067448616028
39,0.9848484848484848,97.5,1.5,4.24850869178772
40,0.9747474747474747,96.5,2.5,4.192592334747315
41,0.9787878787878789,96.9,2.1,4.629515433311463
42,0.9858585858585858,97.6,1.4,4.145919275283814
43,0.9757575757575758,96.6,2.4,3.7390538692474364
44,0.9797979797979796,97.0,2.0,3.797961974143982
45,0.9848484848484848,97.5,1.5,4.811488294601441
46,0.9848484848484848,97.5,1.5,4.843860197067261
47,0.9828282828282827,97.3,1.7,4.949594926834107
48,0.9848484848484848,97.5,1.5,4.770060706138611
49,0.9848484848484848,97.5,1.5,4.84024338722229
50,0.9868686868686869,97.7,1.3,4.909339809417725
51,0.9919191919191919,98.2,0.8,4.837794518470764
52,0.9898989898989898,98.0,1.0,4.993254947662353
53,0.990909090909091,98.1,0.9,4.865047860145569
54,0.9696969696969697,96.0,3.0,3.8015360593795777
55,0.9747474747474747,96.5,2.5,3.9260706663131715
56,0.9757575757575758,96.6,2.4,3.777371311187744
57,0.9696969696969697,96.0,3.0,3.7960897207260134
58,0.9747474747474747,96.5,2.5,3.86355037689209
59,0.9757575757575758,96.6,2.4,3.962921953201294
60,0.9787878787878788,96.9,2.1,3.9561813354492186
61,0.9838383838383837,97.4,1.6,3.8130266666412354
62,0.9787878787878788,96.9,2.1,3.7992685556411745
63,0.9686868686868685,95.9,3.1,3.5922144174575807
64,0.9484848484848485,93.9,5.1,3.5697248458862303
65,0.9565656565656564,94.7,4.3,3.6236874580383303
66,0.9727272727272727,96.3,2.7,3.5296154499053953
67,0.9484848484848485,93.9,5.1,3.5561617851257323
68,0.9575757575757576,94.8,4.2,3.5359373092651367
69,0.9797979797979798,97.0,2.0,3.7227551460266115
70,0.9656565656565655,95.6,3.4,3.5852377653121947
71,0.9727272727272727,96.3,2.7,3.536936545372009
72,0.9686868686868687,95.9,3.1,4.734548449516296
73,0.9737373737373737,96.4,2.6,4.734290766716003
74,0.9727272727272727,96.3,2.7,4.645322561264038
75,0.9686868686868687,95.9,3.1,4.815471768379211
76,0.9737373737373737,96.4,2.6,4.683513951301575
77,0.9747474747474747,96.5,2.5,4.697880673408508
78,0.9868686868686869,97.7,1.3,4.953771090507507
79,0.9878787878787879,97.8,1.2,4.6883291721344
80,0.990909090909091,98.1,0.9,4.80740339756012
81,0.9424242424242426,93.3,5.7,3.5982630014419557
82,0.9464646464646466,93.7,5.3,3.5959911584854125
83,0.9555555555555555,94.6,4.4,3.5959054231643677
84,0.9444444444444443,93.5,5.5,3.8232117652893067
85,0.9464646464646466,93.7,5.3,3.739138460159302
86,0.9575757575757574,94.8,4.2,3.7252865076065063
87,0.9727272727272727,96.3,2.7,3.864784097671509
88,0.9727272727272727,96.3,2.7,3.822749209403992
89,0.9737373737373737,96.4,2.6,3.743379306793213
90,0.9464646464646466,93.7,5.3,3.739861178398132
91,0.9242424242424242,91.5,7.5,3.7253730297088623
92,0.9545454545454547,94.5,4.5,3.534286284446716
93,0.9626262626262626,95.3,3.7,3.5965715408325196
94,0.9242424242424242,91.5,7.5,3.7086774349212646
95,0.9484848484848485,93.9,5.1,3.5620805501937864
96,0.9757575757575758,96.6,2.4,3.5713414430618284
97,0.9505050505050505,94.1,4.9,3.697431468963623
98,0.9656565656565658,95.6,3.4,3.577619433403015
99,0.9444444444444443,93.5,5.5,4.725820827484131
100,0.9424242424242424,93.3,5.7,4.866428256034851
101,0.9494949494949495,94.0,5.0,4.673416185379028
102,0.9444444444444443,93.5,5.5,4.763673400878906
103,0.9424242424242424,93.3,5.7,4.864378619194031
104,0.9585858585858587,94.9,4.1,4.73763074874878
105,0.9848484848484848,97.5,1.5,4.761376428604126
106,0.9848484848484848,97.5,1.5,4.84959192276001
107,0.9868686868686869,97.7,1.3,4.747618246078491
